,store_id,item_id,wm_yr_wk,sell_price
3585638,TX_2,HOUSEHOLD_1_212,11327,4.63
134254,CA_1,HOUSEHOLD_1_019,11438,0.98
5903080,WI_2,FOODS_2_096,11510,7.96
3014415,TX_1,HOUSEHOLD_2_253,11210,5.48
3198115,TX_1,FOODS_2_301,11444,2.22
3325967,TX_1,FOODS_3_458,11607,1.98
4143035,TX_3,HOBBIES_1_148,11408,4.88
675093,CA_1,FOODS_3_724,11107,6.88
33822,CA_1,HOBBIES_1_149,11417,1.56
2531363,CA_4,FOODS_3_031,11416,4.68
4600020,TX_3,FOODS_2_329,11325,3.38
2420048,CA_4,FOODS_1_150,11132,4.74
4742030,TX_3,FOODS_3_560,11246,2.88
4475221,TX_3,HOUSEHOLD_2_511,11108,2.87
3017838,TX_1,HOUSEHOLD_2_267,11314,1.98
1981206,CA_3,FOODS_3_610,11533,1.98
3459457,TX_2,HOBBIES_1_228,11252,6.87
2143900,CA_4,HOBBIES_2_113,11448,5.97
2839486,TX_1,HOUSEHOLD_1_007,11508,1.48
4754127,TX_3,FOODS_3_616,11140,2.88
6611612,WI_3,FOODS_2_206,11609,9.98
3836011,TX_2,FOODS_2_022,11216,6.98
2139148,CA_4,HOBBIES_2_089,11308,2.97
2321758,CA_4,HOUSEHOLD_2_241,11135,4.98
5171720,WI_1,FOODS_1_015,11604,3.48
755184,CA_2,HOBBIES_1_256,11231,0.5
5991231,WI_2,FOODS_3_132,11518,2.68
1391569,CA_3,HOBBIES_1_251,11109,15.0
372760,CA_1,FOODS_1_017,11502,2.24
2234476,CA_4,HOUSEHOLD_1_394,11407,4.88
3771251,TX_2,HOUSEHOLD_2_488,11203,4.47
5036944,WI_1,HOUSEHOLD_1_498,11334,3.28
4947864,WI_1,HOUSEHOLD_1_081,11518,7.98
6704869,WI_3,FOODS_3_223,11247,1.98
1460536,CA_3,HOBBIES_2_130,11145,6.97
6679433,WI_3,FOODS_3_107,11452,2.48
6730428,WI_3,FOODS_3_331,11315,1.58
749083,CA_2,HOBBIES_1_228,11334,6.87
6280678,WI_3,HOUSEHOLD_1_028,11132,2.66
6282039,WI_3,HOUSEHOLD_1_034,11515,3.93
5164540,WI_1,HOUSEHOLD_2_502,11341,8.97
5309357,WI_1,FOODS_3_090,11127,1.25
903638,CA_2,HOUSEHOLD_1_360,11244,3.97
744016,CA_2,HOBBIES_1_205,11325,5.88
6593069,WI_3,FOODS_2_126,11525,4.88
3471321,TX_2,HOBBIES_1_280,11430,10.22
4081251,TX_2,FOODS_3_698,11446,1.0
132247,CA_1,HOUSEHOLD_1_011,11549,4.63
1469983,CA_3,HOUSEHOLD_1_023,11604,8.97
5998121,WI_2,FOODS_3_163,11309,2.0
1505239,CA_3,HOUSEHOLD_1_189,11134,5.48
5723643,WI_2,HOUSEHOLD_2_055,11103,8.97
4913387,WI_1,HOBBIES_2_074,11133,3.97
290061,CA_1,HOUSEHOLD_2_189,11307,14.48
4518129,TX_3,FOODS_1_174,11309,4.74
4751857,TX_3,FOODS_3_606,11523,2.88
3560972,TX_2,HOUSEHOLD_1_103,11413,4.64
6188081,WI_3,HOBBIES_1_192,11344,3.54
4778930,TX_3,FOODS_3_729,11205,3.98
6714718,WI_3,FOODS_3_265,11349,3.98
5859975,WI_2,FOODS_1_116,11538,2.68
945854,CA_2,HOUSEHOLD_2_013,11342,5.94
6062618,WI_2,FOODS_3_453,11312,2.68
3906702,TX_2,FOODS_2_330,11410,3.76
844459,CA_2,HOUSEHOLD_1_078,11431,2.84
2986170,TX_1,HOUSEHOLD_2_134,11252,5.94
3245236,TX_1,FOODS_3_109,11520,1.0
569191,CA_1,FOODS_3_256,11248,2.58
847996,CA_2,HOUSEHOLD_1_094,11614,3.48
5078514,WI_1,HOUSEHOLD_2_139,11248,5.84
3842478,TX_2,FOODS_2_050,11445,1.0
4760885,TX_3,FOODS_3_646,11524,2.68
2073023,CA_4,HOBBIES_1_203,11414,13.48
3979045,TX_2,FOODS_3_249,11437,2.48
1191451,CA_2,FOODS_3_153,11451,1.74
309056,CA_1,HOUSEHOLD_2_265,11248,4.97
4840158,WI_1,HOBBIES_1_175,11109,1.97
4512910,TX_3,FOODS_1_150,11501,5.28
4059552,TX_2,FOODS_3_600,11546,2.5
1045477,CA_2,HOUSEHOLD_2_435,11437,5.97
758200,CA_2,HOBBIES_1_269,11547,11.73
6367389,WI_3,HOUSEHOLD_1_431,11416,7.88
5065224,WI_1,HOUSEHOLD_2_082,11541,5.92
798406,CA_2,HOBBIES_2_015,11520,2.47
5714150,WI_2,HOUSEHOLD_2_015,11333,4.44
1741913,CA_3,FOODS_1_176,11409,3.24
660595,CA_1,FOODS_3_659,11152,3.78
625192,CA_1,FOODS_3_497,11105,2.28
1621944,CA_3,HOUSEHOLD_2_189,11448,14.48
2221798,CA_4,HOUSEHOLD_1_334,11328,0.98
2294154,CA_4,HOUSEHOLD_2_122,11318,6.97
4711968,TX_3,FOODS_3_425,11505,2.48
2596729,CA_4,FOODS_3_323,11321,2.48
2021841,CA_3,FOODS_3_793,11338,2.98
2387296,CA_4,FOODS_1_010,11308,5.23
3871914,TX_2,FOODS_2_180,11324,2.48
3681985,TX_2,HOUSEHOLD_2_112,11452,3.97
208859,CA_1,HOUSEHOLD_1_365,11404,3.97
4400435,TX_3,HOUSEHOLD_2_197,11314,3.97
3091052,TX_1,FOODS_1_057,11537,2.24
4477929,TX_3,FOODS_1_005,11516,3.54
5502367,WI_2,HOBBIES_1_157,11551,11.28
2960313,TX_1,HOUSEHOLD_2_023,11244,3.97
6598523,WI_3,FOODS_2_149,11331,7.47
1550513,CA_3,HOUSEHOLD_1_410,11219,3.97
2600072,CA_4,FOODS_3_337,11544,3.98
670488,CA_1,FOODS_3_703,11545,1.98
734284,CA_2,HOBBIES_1_159,11119,3.24
3958953,TX_2,FOODS_3_163,11319,2.0
3966659,TX_2,FOODS_3_198,11601,6.44
2768957,TX_1,HOBBIES_1_269,11613,11.73
3016378,TX_1,HOUSEHOLD_2_260,11252,6.97
4503881,TX_3,FOODS_1_113,11211,0.98
2667893,CA_4,FOODS_3_643,11441,1.74
31611,CA_1,HOBBIES_1_141,11111,15.68
719109,CA_2,HOBBIES_1_089,11406,7.97
6776998,WI_3,FOODS_3_539,11319,2.78
4429462,TX_3,HOUSEHOLD_2_315,11610,7.67
2372801,CA_4,HOUSEHOLD_2_462,11217,8.47
4993476,WI_1,HOUSEHOLD_1_297,11122,8.48
538818,CA_1,FOODS_3_124,11113,5.98
2798194,TX_1,HOBBIES_1_394,11616,7.88
6109138,WI_2,FOODS_3_664,11332,2.25
773929,CA_2,HOBBIES_1_334,11514,5.98
2921741,TX_1,HOUSEHOLD_1_387,11341,2.97
276124,CA_1,HOUSEHOLD_2_126,11333,6.97
5465690,WI_1,FOODS_3_822,11529,4.28
3125129,TX_1,FOODS_1_200,11436,0.98
6418862,WI_3,HOUSEHOLD_2_117,11419,2.47
532523,CA_1,FOODS_3_096,11531,4.58
5671043,WI_2,HOUSEHOLD_1_357,11505,11.97
957033,CA_2,HOUSEHOLD_2_059,11537,3.48
6080998,WI_2,FOODS_3_535,11411,5.98
182390,CA_1,HOUSEHOLD_1_238,11339,2.48
645996,CA_1,FOODS_3_591,11444,3.24
1149252,CA_2,FOODS_2_317,11345,12.97
2427377,CA_4,FOODS_1_183,11502,2.98
6725560,WI_3,FOODS_3_311,11131,2.98
5155134,WI_1,HOUSEHOLD_2_461,11433,9.97
4777957,TX_3,FOODS_3_724,11243,6.48
2670739,CA_4,FOODS_3_656,11508,3.48
4684015,TX_3,FOODS_3_304,11307,4.48
56117,CA_1,HOBBIES_1_252,11530,0.68
5349522,WI_1,FOODS_3_277,11504,1.78
1559515,CA_3,HOUSEHOLD_1_452,11219,3.47
4300199,TX_3,HOUSEHOLD_1_285,11323,2.76
320270,CA_1,HOUSEHOLD_2_311,11514,5.94
3962479,TX_2,FOODS_3_180,11613,2.98
3637846,TX_2,HOUSEHOLD_1_461,11306,0.97
866989,CA_2,HOUSEHOLD_1_182,11330,4.47
5533983,WI_2,HOBBIES_1_302,11510,2.88
6836809,WI_3,FOODS_3_809,11238,1.0
1513914,CA_3,HOUSEHOLD_1_229,11545,2.96
1472830,CA_3,HOUSEHOLD_1_038,11107,4.96
98698,CA_1,HOBBIES_2_008,11218,3.77
6404605,WI_3,HOUSEHOLD_2_055,11317,8.97
1923202,CA_3,FOODS_3_352,11302,3.98
960770,CA_2,HOUSEHOLD_2_076,11416,8.97
4507810,TX_3,FOODS_1_129,11331,6.73
2662349,CA_4,FOODS_3_617,11339,2.48
5710224,WI_2,HOUSEHOLD_1_540,11502,1.64
6081794,WI_2,FOODS_3_539,11148,2.18
5484510,WI_2,HOBBIES_1_077,11547,9.46
2289200,CA_4,HOUSEHOLD_2_099,11251,5.94
3248726,TX_1,FOODS_3_126,11207,3.48
583220,CA_1,FOODS_3_316,11444,2.5
4787349,TX_3,FOODS_3_767,11201,1.0
5611655,WI_2,HOUSEHOLD_1_074,11550,4.94
6697563,WI_3,FOODS_3_191,11235,1.0
3015687,TX_1,HOUSEHOLD_2_257,11502,5.94
5522676,WI_2,HOBBIES_1_254,11141,0.7
1827729,CA_3,FOODS_2_331,11522,2.88
141595,CA_1,HOUSEHOLD_1_056,11114,11.97
1124015,CA_2,FOODS_2_064,11541,2.28
3767515,TX_2,HOUSEHOLD_2_472,11606,8.48
3285217,TX_1,FOODS_3_283,11419,2.88
1340876,CA_3,HOBBIES_1_021,11514,11.88
5996054,WI_2,FOODS_3_154,11318,2.98
902377,CA_2,HOUSEHOLD_1_354,11301,1.93
3613127,TX_2,HOUSEHOLD_1_345,11610,4.12
6056126,WI_2,FOODS_3_423,11225,2.98
5779107,WI_2,HOUSEHOLD_2_291,11503,4.97
3450534,TX_2,HOBBIES_1_187,11149,6.76
4277209,TX_3,HOUSEHOLD_1_175,11326,4.88
1413429,CA_3,HOBBIES_1_343,11223,4.78
2368299,CA_4,HOUSEHOLD_2_443,11526,4.66
1256824,CA_2,FOODS_3_455,11421,1.98
4486533,TX_3,FOODS_1_040,11532,1.78
6389651,WI_3,HOUSEHOLD_1_533,11529,4.97
2670828,CA_4,FOODS_3_657,11124,3.0
4803885,WI_1,HOBBIES_1_013,11425,1.97
2951849,TX_1,HOUSEHOLD_1_528,11319,2.97
709053,CA_2,HOBBIES_1_044,11511,1.48
1388703,CA_3,HOBBIES_1_237,11550,7.98
4417955,TX_3,HOUSEHOLD_2_267,11616,1.93
4083901,TX_2,FOODS_3_712,11206,3.48
6811136,WI_3,FOODS_3_692,11335,0.8
3766013,TX_2,HOUSEHOLD_2_466,11436,6.97
4090030,TX_2,FOODS_3_739,11443,1.5
1099591,CA_2,FOODS_1_143,11524,2.0
1259745,CA_2,FOODS_3_468,11119,1.0
3509165,TX_2,HOBBIES_2_016,11525,4.97
4732205,TX_3,FOODS_3_515,11348,2.88
1383949,CA_3,HOBBIES_1_216,11323,1.77
5019291,WI_1,HOUSEHOLD_1_417,11310,5.48
1294791,CA_2,FOODS_3_638,11415,1.5
770538,CA_2,HOBBIES_1_320,11429,4.48
3747533,TX_2,HOUSEHOLD_2_390,11246,5.98
3479759,TX_2,HOBBIES_1_315,11241,3.57
5482604,WI_2,HOBBIES_1_069,11324,13.98
330547,CA_1,HOUSEHOLD_2_355,11613,11.67
6575386,WI_3,FOODS_2_045,11546,6.98
5077859,WI_1,HOUSEHOLD_2_136,11621,4.87
1753145,CA_3,FOODS_2_003,11406,2.18
1956758,CA_3,FOODS_3_497,11234,2.5
6768030,WI_3,FOODS_3_496,11241,3.98
270767,CA_1,HOUSEHOLD_2_102,11452,2.5
5366964,WI_1,FOODS_3_357,11617,3.64
1720260,CA_3,FOODS_1_083,11223,1.97
2415302,CA_4,FOODS_1_129,11341,6.22
3182223,TX_1,FOODS_2_230,11616,2.18
2815286,TX_1,HOBBIES_2_046,11330,2.97
2863207,TX_1,HOUSEHOLD_1_117,11125,8.97
900351,CA_2,HOUSEHOLD_1_344,11531,7.93
5857197,WI_2,FOODS_1_105,11245,1.88
875496,CA_2,HOUSEHOLD_1_222,11342,9.97
5189907,WI_1,FOODS_1_090,11208,3.28
4699661,TX_3,FOODS_3_373,11203,1.98
5800890,WI_2,HOUSEHOLD_2_385,11201,6.97
66021,CA_1,HOBBIES_1_295,11539,0.48
4730431,TX_3,FOODS_3_505,11601,3.62
391147,CA_1,FOODS_1_092,11604,1.96
5667680,WI_2,HOUSEHOLD_1_342,11440,17.97
6521919,WI_3,FOODS_1_039,11511,2.48
3639450,TX_2,HOUSEHOLD_1_468,11510,4.98
110535,CA_1,HOBBIES_2_062,11317,5.88
3666165,TX_2,HOUSEHOLD_2_044,11438,3.48
5382652,WI_1,FOODS_3_432,11415,3.98
1268038,CA_2,FOODS_3_504,11331,1.0
6608336,WI_3,FOODS_2_193,11426,5.63
617054,CA_1,FOODS_3_463,11339,5.98
6331345,WI_3,HOUSEHOLD_1_263,11317,7.48
5765886,WI_2,HOUSEHOLD_2_238,11139,10.97
1375457,CA_3,HOBBIES_1_176,11323,5.67
5141145,WI_1,HOUSEHOLD_2_405,11511,5.64
2425474,CA_4,FOODS_1_175,11345,2.98
5861664,WI_2,FOODS_1_124,11106,2.0
3713530,TX_2,HOUSEHOLD_2_246,11448,7.87
830775,CA_2,HOUSEHOLD_1_013,11535,4.94
2561455,CA_4,FOODS_3_170,11339,1.98
1024353,CA_2,HOUSEHOLD_2_345,11529,5.84
5248574,WI_1,FOODS_2_159,11518,3.97
624528,CA_1,FOODS_3_494,11403,2.98
4324713,TX_3,HOUSEHOLD_1_399,11331,1.07
2956429,TX_1,HOUSEHOLD_2_007,11222,2.58
2885678,TX_1,HOUSEHOLD_1_215,11439,2.18
5598167,WI_2,HOUSEHOLD_1_012,11436,3.92
3398671,TX_1,FOODS_3_784,11249,1.28
5603237,WI_2,HOUSEHOLD_1_037,11504,4.23
2047832,CA_4,HOBBIES_1_082,11320,3.78
6158760,WI_3,HOBBIES_1_058,11605,8.82
6136250,WI_2,FOODS_3_789,11513,1.45
5008148,WI_1,HOUSEHOLD_1_365,11224,4.18
6800661,WI_3,FOODS_3_646,11451,2.48
4217771,TX_3,HOBBIES_2_056,11305,3.5
5888558,WI_2,FOODS_2_024,11515,2.5
1262998,CA_2,FOODS_3_481,11149,3.5
6054442,WI_2,FOODS_3_414,11609,5.18
3835633,TX_2,FOODS_2_020,11545,2.5
2996450,TX_1,HOUSEHOLD_2_178,11203,6.97
1893700,CA_3,FOODS_3_226,11401,1.68
676920,CA_1,FOODS_3_732,11219,1.94
5473481,WI_2,HOBBIES_1_029,11131,8.88
6665214,WI_3,FOODS_3_042,11612,1.68
3123208,TX_1,FOODS_1_192,11607,2.24
3402537,TX_1,FOODS_3_801,11525,1.0
1458020,CA_3,HOBBIES_2_118,11440,3.97
3524799,TX_2,HOBBIES_2_089,11226,2.97
5453920,WI_1,FOODS_3_767,11303,1.0
867929,CA_2,HOUSEHOLD_1_186,11330,3.47
4231411,TX_3,HOBBIES_2_118,11613,3.97
164430,CA_1,HOUSEHOLD_1_156,11515,2.73
5504100,WI_2,HOBBIES_1_165,11527,4.97
1172494,CA_2,FOODS_3_066,11232,2.98
314778,CA_1,HOUSEHOLD_2_288,11508,3.97
97170,CA_1,HOBBIES_2_002,11348,1.97
4986445,WI_1,HOUSEHOLD_1_263,11247,7.98
905423,CA_2,HOUSEHOLD_1_367,11337,3.97
6615511,WI_3,FOODS_2_224,11123,5.97
6227730,WI_3,HOBBIES_1_365,11234,3.97
395657,CA_1,FOODS_1_112,11432,1.98
2557158,CA_4,FOODS_3_150,11111,1.97
4414391,TX_3,HOUSEHOLD_2_252,11449,6.97
6194352,WI_3,HOBBIES_1_221,11251,2.97
5011032,WI_1,HOUSEHOLD_1_376,11351,4.98
4818764,WI_1,HOBBIES_1_078,11202,11.68
2575850,CA_4,FOODS_3_233,11435,2.5
2145827,CA_4,HOBBIES_2_121,11605,0.97
966310,CA_2,HOUSEHOLD_2_099,11301,5.94
5358161,WI_1,FOODS_3_317,11317,1.0
2708289,CA_4,FOODS_3_825,11121,4.38
4563885,TX_3,FOODS_2_161,11318,6.97
2119864,CA_4,HOBBIES_1_418,11136,3.74
415012,CA_1,FOODS_1_196,11427,1.97
4297830,TX_3,HOUSEHOLD_1_274,11534,4.94
1791253,CA_3,FOODS_2_171,11449,2.97
1641242,CA_3,HOUSEHOLD_2_267,11340,1.97
3452458,TX_2,HOBBIES_1_195,11247,10.98
6699682,WI_3,FOODS_3_200,11322,2.38
799447,CA_2,HOBBIES_2_020,11201,3.77
727183,CA_2,HOBBIES_1_127,11443,1.0
5142191,WI_1,HOUSEHOLD_2_409,11349,3.93
4694164,TX_3,FOODS_3_347,11143,2.28
1727604,CA_3,FOODS_1_114,11117,2.94
4187036,TX_3,HOBBIES_1_344,11545,11.78
1917865,CA_3,FOODS_3_329,11402,2.98
6784793,WI_3,FOODS_3_573,11517,1.0
6524210,WI_3,FOODS_1_048,11337,5.98
4225992,TX_3,HOBBIES_2_094,11341,2.47
2336787,CA_4,HOUSEHOLD_2_302,11332,2.97
5659540,WI_2,HOUSEHOLD_1_304,11233,1.98
3448948,TX_2,HOBBIES_1_178,11335,0.46
4490536,TX_3,FOODS_1_056,11552,2.24
4759640,TX_3,FOODS_3_642,11303,3.48
5357211,WI_1,FOODS_3_313,11230,1.5
5195777,WI_1,FOODS_1_115,11411,3.58
1748535,CA_3,FOODS_1_204,11227,0.98
2307514,CA_4,HOUSEHOLD_2_182,11303,7.0
4789579,TX_3,FOODS_3_778,11147,1.98
942674,CA_2,HOUSEHOLD_1_541,11435,6.97
4529970,TX_3,FOODS_2_003,11305,2.18
3931517,TX_2,FOODS_3_041,11544,2.98
929014,CA_2,HOUSEHOLD_1_478,11331,2.67
2138456,CA_4,HOBBIES_2_085,11446,0.97
5174017,WI_1,FOODS_1_025,11439,4.27
3116997,TX_1,FOODS_1_167,11338,4.74
4880018,WI_1,HOBBIES_1_350,11450,2.98
1090200,CA_2,FOODS_1_104,11339,3.28
2296078,CA_4,HOUSEHOLD_2_131,11524,12.27
2511000,CA_4,FOODS_2_337,11551,6.48
5884784,WI_2,FOODS_2_005,11330,3.87
2918571,TX_1,HOUSEHOLD_1_372,11612,1.97
3918864,TX_2,FOODS_2_382,11613,3.88
1134782,CA_2,FOODS_2_178,11444,2.5
5802780,WI_2,HOUSEHOLD_2_393,11305,5.08
6789216,WI_3,FOODS_3_592,11617,7.48
315173,CA_1,HOUSEHOLD_2_290,11609,6.24
3542455,TX_2,HOUSEHOLD_1_018,11410,9.97
1236336,CA_2,FOODS_3_363,11252,2.48
1353534,CA_3,HOBBIES_1_077,11245,9.78
6206404,WI_3,HOBBIES_1_275,11230,12.42
6663669,WI_3,FOODS_3_035,11437,3.88
3069397,TX_1,HOUSEHOLD_2_484,11218,6.97
1011805,CA_2,HOUSEHOLD_2_291,11303,4.97
1346916,CA_3,HOBBIES_1_047,11435,1.77
5417226,WI_1,FOODS_3_593,11422,6.68
2426916,CA_4,FOODS_1_181,11525,1.38
4694205,TX_3,FOODS_3_347,11232,2.28
5519195,WI_2,HOBBIES_1_237,11240,7.98
819498,CA_2,HOBBIES_2_114,11452,1.97
4956672,WI_1,HOUSEHOLD_1_122,11135,2.26
2322010,CA_4,HOUSEHOLD_2_242,11105,13.24
4020539,TX_2,FOODS_3_428,11429,1.98
4551632,TX_3,FOODS_2_101,11348,5.86
2570667,CA_4,FOODS_3_212,11241,2.98
4037382,TX_2,FOODS_3_499,11521,2.5
1961517,CA_3,FOODS_3_520,11606,3.98
876620,CA_2,HOUSEHOLD_1_228,11226,9.47
6758902,WI_3,FOODS_3_459,11420,1.88
5886680,WI_2,FOODS_2_014,11501,2.96
6297656,WI_3,HOUSEHOLD_1_105,11118,3.92
3263982,TX_1,FOODS_3_193,11404,2.5
5794688,WI_2,HOUSEHOLD_2_358,11338,4.97
1308768,CA_2,FOODS_3_702,11505,2.98
3725242,TX_2,HOUSEHOLD_2_294,11601,4.77
2963791,TX_1,HOUSEHOLD_2_037,11223,10.77
2890282,TX_1,HOUSEHOLD_1_237,11543,5.88
4268552,TX_3,HOUSEHOLD_1_135,11532,1.48
3104330,TX_1,FOODS_1_112,11413,1.98
871570,CA_2,HOUSEHOLD_1_203,11335,4.97
2950171,TX_1,HOUSEHOLD_1_519,11611,4.87
367363,CA_1,HOUSEHOLD_2_511,11142,2.87
504320,CA_1,FOODS_2_367,11407,4.84
5565516,WI_2,HOBBIES_2_011,11329,0.97
3587658,TX_2,HOUSEHOLD_1_222,11613,9.97
1549310,CA_3,HOUSEHOLD_1_404,11231,2.83
4382904,TX_3,HOUSEHOLD_2_117,11249,2.0
1505569,CA_3,HOUSEHOLD_1_190,11527,4.94
1070965,CA_2,FOODS_1_024,11610,4.86
1276034,CA_2,FOODS_3_547,11245,0.2
3954901,TX_2,FOODS_3_146,11229,4.98
969815,CA_2,HOUSEHOLD_2_115,11219,3.27
3144107,TX_1,FOODS_2_060,11323,6.98
3181960,TX_1,FOODS_2_230,11114,1.88
4151905,TX_3,HOBBIES_1_191,11449,8.97
2176687,CA_4,HOUSEHOLD_1_117,11406,7.97
478017,CA_1,FOODS_2_255,11146,2.68
5752856,WI_2,HOUSEHOLD_2_183,11515,4.97
4477911,TX_3,FOODS_1_005,11450,3.54
1884661,CA_3,FOODS_3_187,11245,2.5
5335172,WI_1,FOODS_3_211,11519,4.58
1595153,CA_3,HOUSEHOLD_2_071,11404,6.47
4458803,TX_3,HOUSEHOLD_2_441,11237,4.47
5876312,WI_2,FOODS_1_187,11407,8.98
3365134,TX_1,FOODS_3_632,11319,3.98
5899788,WI_2,FOODS_2_079,11353,3.87
5016263,WI_1,HOUSEHOLD_1_404,11409,2.63
4300389,TX_3,HOUSEHOLD_1_286,11509,4.93
6722255,WI_3,FOODS_3_298,11251,18.98
5061597,WI_1,HOUSEHOLD_2_066,11445,6.94
3492558,TX_2,HOBBIES_1_371,11104,0.42
4167372,TX_3,HOBBIES_1_261,11305,0.46
722178,CA_2,HOBBIES_1_104,11516,23.98
3340904,TX_1,FOODS_3_524,11601,0.94
1819614,CA_3,FOODS_2_298,11505,13.97
4793737,TX_3,FOODS_3_795,11539,2.98
563163,CA_1,FOODS_3_230,11504,3.48
6799606,WI_3,FOODS_3_642,11615,2.98
5976021,WI_2,FOODS_3_063,11616,2.48
1541102,CA_3,HOUSEHOLD_1_364,11514,7.48
6341370,WI_3,HOUSEHOLD_1_312,11226,2.37
4189841,TX_3,HOBBIES_1_357,11302,14.48
5100355,WI_1,HOUSEHOLD_2_233,11137,11.47
1372628,CA_3,HOBBIES_1_163,11429,9.42
5807498,WI_2,HOUSEHOLD_2_415,11304,2.48
2065389,CA_4,HOBBIES_1_164,11341,8.97
279264,CA_1,HOUSEHOLD_2_139,11439,5.84
4365243,TX_3,HOUSEHOLD_2_040,11443,3.97
1933087,CA_3,FOODS_3_396,11436,9.98
3489320,TX_2,HOBBIES_1_357,11101,13.42
3810241,TX_2,FOODS_1_133,11525,3.48
4722352,TX_3,FOODS_3_470,11439,1.74
5682916,WI_2,HOUSEHOLD_1_413,11338,17.97
5296864,WI_1,FOODS_3_025,11141,2.88
1423197,CA_3,HOBBIES_1_386,11145,5.68
1569690,CA_3,HOUSEHOLD_1_499,11552,3.97
3050059,TX_1,HOUSEHOLD_2_406,11214,12.47
3092257,TX_1,FOODS_1_062,11609,4.27
5841547,WI_2,FOODS_1_040,11320,1.78
737588,CA_2,HOBBIES_1_174,11436,4.88
6471709,WI_3,HOUSEHOLD_2_343,11604,2.78
2012645,CA_3,FOODS_3_753,11219,5.48
3840745,TX_2,FOODS_2_042,11343,2.18
2427679,CA_4,FOODS_1_184,11616,1.0
3274829,TX_1,FOODS_3_238,11440,3.68
2076369,CA_4,HOBBIES_1_220,11116,3.12
4811415,WI_1,HOBBIES_1_044,11219,1.48
785975,CA_2,HOBBIES_1_387,11544,1.08
6047658,WI_2,FOODS_3_386,11602,2.5
2497373,CA_4,FOODS_2_281,11221,7.24
2315084,CA_4,HOUSEHOLD_2_214,11251,6.94
1660315,CA_3,HOUSEHOLD_2_348,11231,6.47
6817824,WI_3,FOODS_3_723,11513,1.48
1522007,CA_3,HOUSEHOLD_1_271,11609,2.98
3381418,TX_1,FOODS_3_706,11353,1.98
4780789,TX_3,FOODS_3_737,11550,3.48
5404353,WI_1,FOODS_3_534,11119,4.38
4079299,TX_2,FOODS_3_688,11249,1.88
1310713,CA_2,FOODS_3_712,11352,3.68
1654364,CA_3,HOUSEHOLD_2_322,11353,2.22
863923,CA_2,HOUSEHOLD_1_170,11243,1.96
5177367,WI_1,FOODS_1_038,11501,9.98
253635,CA_1,HOUSEHOLD_2_029,11502,9.96
2075358,CA_4,HOBBIES_1_215,11233,10.52
4775708,TX_3,FOODS_3_714,11426,1.58
3589064,TX_2,HOUSEHOLD_1_229,11430,2.48
6012153,WI_2,FOODS_3_227,11521,2.68
4539757,TX_3,FOODS_2_047,11131,2.27
2586723,CA_4,FOODS_3_281,11228,1.0
22111,CA_1,HOBBIES_1_097,11215,3.98
5661247,WI_2,HOUSEHOLD_1_312,11616,2.37
5519256,WI_2,HOBBIES_1_237,11349,7.98
5147383,WI_1,HOUSEHOLD_2_430,11550,3.97
4167683,TX_3,HOBBIES_1_263,11134,4.97
2500496,CA_4,FOODS_2_294,11538,1.0
4869674,WI_1,HOBBIES_1_307,11222,3.97
6819548,WI_3,FOODS_3_731,11430,2.98
13180,CA_1,HOBBIES_1_057,11324,4.88
4213918,TX_3,HOBBIES_2_038,11620,0.97
967370,CA_2,HOUSEHOLD_2_104,11426,4.97
2359110,CA_4,HOUSEHOLD_2_404,11610,2.97
1067028,CA_2,FOODS_1_009,11310,2.38
988862,CA_2,HOUSEHOLD_2_199,11144,3.97
5551458,WI_2,HOBBIES_1_377,11448,9.98
4500491,TX_3,FOODS_1_098,11246,6.58
2515670,CA_4,FOODS_2_358,11252,2.74
3938997,TX_2,FOODS_3_077,11530,2.88
3758860,TX_2,HOUSEHOLD_2_438,11226,8.97
1122332,CA_2,FOODS_2_054,11604,2.97
4512,CA_1,HOBBIES_1_019,11521,0.48
6710725,WI_3,FOODS_3_246,11434,1.98
1265070,CA_2,FOODS_3_490,11542,3.48
6209973,WI_3,HOBBIES_1_289,11449,4.97
6027005,WI_2,FOODS_3_293,11341,1.98
4122685,TX_3,HOBBIES_1_056,11421,0.94
1116854,CA_2,FOODS_1_218,11540,0.98
3636131,TX_2,HOUSEHOLD_1_452,11535,2.97
5496123,WI_2,HOBBIES_1_130,11318,2.73
740808,CA_2,HOBBIES_1_189,11516,0.48
5753492,WI_2,HOUSEHOLD_2_187,11333,3.33
6773215,WI_3,FOODS_3_522,11121,2.48
5791902,WI_2,HOUSEHOLD_2_347,11436,8.94
3397986,TX_1,FOODS_3_781,11601,2.48
4755886,TX_3,FOODS_3_624,11428,2.48
2174429,CA_4,HOUSEHOLD_1_106,11445,8.97
1479902,CA_3,HOUSEHOLD_1_071,11339,1.98
2200643,CA_4,HOUSEHOLD_1_228,11509,9.47
532758,CA_1,FOODS_3_097,11436,2.0
3683832,TX_2,HOUSEHOLD_2_120,11548,7.94
6661581,WI_3,FOODS_3_026,11241,1.98
5553597,WI_2,HOBBIES_1_386,11217,5.68
3334590,TX_1,FOODS_3_494,11344,2.98
3776939,TX_2,HOUSEHOLD_2_512,11522,3.97
489869,CA_1,FOODS_2_306,11349,4.14
2126222,CA_4,HOBBIES_2_022,11437,4.97
955360,CA_2,HOUSEHOLD_2_052,11349,4.97
72993,CA_1,HOBBIES_1_323,11220,5.24
191388,CA_1,HOUSEHOLD_1_284,11551,4.94
